region_name,gagan_station_id,station_id,lat,lon,timestamp,rain_mm_day,tier,L_score,spatial_scale,isolation_label,spatial_detail,iwv_check_pass,iwv_detail,cape_check_pass,cape_detail,final_label,n_neighbors
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-04-07,124.0,T1,0.9919,COARSE,CLOUDBURST_CANDIDATE,L=0.992 | R_core=124.0mm | R_bg=1.0mm (nearest_proxy (373km)) | scale=COARSE | gradient: [ZC:109km=190.0mm] [ZC:179km=79.0mm] [ZC:182km=0.0mm] [ZC:208km=123.0mm] [ZC:225km=0.0mm] [ZC:256km=0.0mm] [ZC:295km=0.0mm] [ZC:307km=24.0mm] [ZC:325km=13.0mm] [ZC:373km=1.0mm],False,no_iwv_buildup (delta=0.1mm < 2.0mm threshold),False,offline_verification,CANDIDATE_CLOUDBURST,10
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-04-07,123.0,T1,0.9919,COARSE,CLOUDBURST_CANDIDATE,L=0.992 | R_core=123.0mm | R_bg=1.0mm (nearest_proxy (363km)) | scale=COARSE | gradient: [ZC:27km=0.0mm] [ZC:28km=0.0mm] [ZC:136km=79.0mm] [ZC:170km=24.0mm] [ZC:173km=190.0mm] [ZC:208km=124.0mm] [ZC:262km=0.0mm] [ZC:262km=0.0mm] [ZC:283km=13.0mm] [ZC:363km=1.0mm],False,no_iwv_buildup (delta=-1.7mm < 2.0mm threshold),False,offline_verification,CANDIDATE_CLOUDBURST,10
Guwahati,13,ISRO1112_15F458(President. Gharowa. Lumding),25.751112,93.178055,2013-04-07,190.0,T1,0.8737,COARSE,CLOUDBURST_CANDIDATE,L=0.874 | R_core=190.0mm | R_bg=24.0mm (nearest_proxy (322km)) | scale=COARSE | gradient: [ZC:80km=79.0mm] [ZC:109km=124.0mm] [ZC:151km=0.0mm] [ZC:155km=0.0mm] [ZC:173km=123.0mm] [ZC:186km=0.0mm] [ZC:199km=0.0mm] [ZC:216km=13.0mm] [ZC:269km=1.0mm] [ZC:322km=24.0mm],False,no_iwv_buildup (delta=-1.7mm < 2.0mm threshold),False,offline_verification,CANDIDATE_CLOUDBURST,10
Guwahati,13,ISRO0076_15F04C(Dhubri),26.023333,89.96917,2013-04-08,4.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1074_15F432(Salonah),26.445833,92.975,2013-04-08,72.0,T2,0.9444,COARSE,CLOUDBURST_CANDIDATE,L=0.944 | R_core=72.0mm | R_bg=4.0mm (nearest_proxy (303km)) | scale=COARSE | gradient: [ZC:80km=0.0mm] [ZC:128km=0.0mm] [ZC:128km=0.0mm] [ZC:136km=56.0mm] [ZC:140km=0.0mm] [ZC:163km=0.0mm] [ZC:167km=5.0mm] [ZC:179km=365.0mm] [ZC:194km=400.0mm] [ZC:238km=5.0mm] [ZC:302km=11.0mm] [ZC:303km=4.0mm],True,"buildup=3.6mm, drawdown=yes (0.0mm)",True,IWV_confirmed,CONFIRMED_CLOUDBURST,12
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-04-08,365.0,T1,0.9863,COARSE,CLOUDBURST_CANDIDATE,L=0.986 | R_core=365.0mm | R_bg=5.0mm (nearest_proxy (373km)) | scale=COARSE | gradient: [ZC:109km=0.0mm] [ZC:179km=72.0mm] [ZC:182km=0.0mm] [ZC:208km=56.0mm] [ZC:225km=0.0mm] [ZC:256km=0.0mm] [ZC:295km=0.0mm] [ZC:307km=4.0mm] [ZC:325km=5.0mm] [ZC:328km=11.0mm] [ZC:343km=400.0mm] [ZC:373km=5.0mm],False,no_iwv_buildup (delta=-1.5mm < 2.0mm threshold),False,offline_verification,CANDIDATE_CLOUDBURST,12
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-04-08,56.0,T2,0.9107,COARSE,CLOUDBURST_CANDIDATE,L=0.911 | R_core=56.0mm | R_bg=5.0mm (nearest_proxy (363km)) | scale=COARSE | gradient: [ZC:27km=0.0mm] [ZC:28km=0.0mm] [ZC:136km=72.0mm] [ZC:167km=11.0mm] [ZC:170km=4.0mm] [ZC:173km=0.0mm] [ZC:208km=365.0mm] [ZC:262km=0.0mm] [ZC:262km=0.0mm] [ZC:283km=5.0mm] [ZC:314km=400.0mm] [ZC:363km=5.0mm],True,"buildup=3.6mm, drawdown=yes (0.0mm)",True,IWV_confirmed,CONFIRMED_CLOUDBURST,12
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-04-08,5.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0067_15F043(NALBARI),26.4358333,91.335,2013-04-08,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1068_15F42C(TRA. Jorhat),26.730833,94.22667,2013-04-08,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1069_15F42D(TRA. Dikom),27.466667,95.08889,2013-04-08,5.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1112_15F458(President. Gharowa. Lumding),25.751112,93.178055,2013-04-08,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1104_15F450(Dhemaji Degree College. Dhemaji),27.475555,94.55167,2013-04-08,400.0,T1,0.99,COARSE,CLOUDBURST_CANDIDATE,L=0.990 | R_core=400.0mm | R_bg=4.0mm (nearest_proxy (483km)) | scale=COARSE | gradient: [ZC:32km=5.0mm] [ZC:53km=5.0mm] [ZC:53km=0.0mm] [ZC:89km=0.0mm] [ZC:194km=72.0mm] [ZC:235km=0.0mm] [ZC:314km=56.0mm] [ZC:315km=0.0mm] [ZC:339km=0.0mm] [ZC:343km=365.0mm] [ZC:473km=11.0mm] [ZC:483km=4.0mm],True,"buildup=3.6mm, drawdown=yes (0.0mm)",True,IWV_confirmed,CONFIRMED_CLOUDBURST,12
Bagdogra,11,ISRO0066_15F042(GOSSAIGAON),26.3908333,89.9405555,2013-04-08,11.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1102_15F44E(North Guwhathi College. North Guwhathi),26.202223,91.715836,2013-04-08,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-04-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-04-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0062_15F03E(LAKHIMPUR),27.2041666,94.1069444,2013-04-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0067_15F043(NALBARI),26.4358333,91.335,2013-04-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1112_15F458(President. Gharowa. Lumding),25.751112,93.178055,2013-04-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1074_15F432(Salonah),26.445833,92.975,2013-04-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-04-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Bagdogra,11,ISRO0066_15F042(GOSSAIGAON),26.3908333,89.9405555,2013-04-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1069_15F42D(TRA. Dikom),27.466667,95.08889,2013-04-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1104_15F450(Dhemaji Degree College. Dhemaji),27.475555,94.55167,2013-04-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0076_15F04C(Dhubri),26.023333,89.96917,2013-04-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0076_15F04C(Dhubri),26.023333,89.96917,2013-04-10,10.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0062_15F03E(LAKHIMPUR),27.2041666,94.1069444,2013-04-10,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Bagdogra,11,ISRO0066_15F042(GOSSAIGAON),26.3908333,89.9405555,2013-04-10,400.0,T1,0.79,COARSE,CLOUDBURST_CANDIDATE,L=0.790 | R_core=400.0mm | R_bg=84.0mm (nearest_proxy (524km)) | scale=COARSE | gradient: [ZC:41km=10.0mm] [ZC:423km=0.0mm] [ZC:441km=47.0mm] [ZC:524km=84.0mm],False,no_iwv_buildup (delta=-0.6mm < 2.0mm threshold),False,offline_verification,CANDIDATE_CLOUDBURST,4
Guwahati,13,ISRO1069_15F42D(TRA. Dikom),27.466667,95.08889,2013-04-10,84.0,T2,0.881,COARSE,CLOUDBURST_CANDIDATE,L=0.881 | R_core=84.0mm | R_bg=10.0mm (nearest_proxy (533km)) | scale=COARSE | gradient: [ZC:85km=47.0mm] [ZC:101km=0.0mm] [ZC:524km=400.0mm] [ZC:533km=10.0mm],False,no_iwv_buildup (delta=1.3mm < 2.0mm threshold),False,offline_verification,CANDIDATE_CLOUDBURST,4
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-04-10,47.0,T2,0.7872,COARSE,CLOUDBURST_CANDIDATE,L=0.787 | R_core=47.0mm | R_bg=10.0mm (nearest_proxy (452km)) | scale=COARSE | gradient: [ZC:30km=0.0mm] [ZC:85km=84.0mm] [ZC:441km=400.0mm] [ZC:452km=10.0mm],False,no_iwv_buildup (delta=1.3mm < 2.0mm threshold),False,offline_verification,CANDIDATE_CLOUDBURST,4
Guwahati,13,ISRO1104_15F450(Dhemaji Degree College. Dhemaji),27.475555,94.55167,2013-04-11,73.0,T2,0.9178,COARSE,CLOUDBURST_CANDIDATE,L=0.918 | R_core=73.0mm | R_bg=6.0mm (nearest_proxy (483km)) | scale=COARSE | gradient: [ZC:32km=58.0mm] [ZC:53km=94.0mm] [ZC:53km=0.0mm] [ZC:194km=32.0mm] [ZC:235km=104.0mm] [ZC:314km=89.0mm] [ZC:315km=0.0mm] [ZC:339km=118.0mm] [ZC:343km=0.0mm] [ZC:473km=85.0mm] [ZC:483km=6.0mm],False,no_iwv_buildup (delta=-4.5mm < 2.0mm threshold),False,offline_verification,CANDIDATE_CLOUDBURST,11
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-04-11,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-04-11,89.0,T2,0.0,COARSE,WIDESPREAD_HEAVY_RAIN,L=0.000 | R_core=89.0mm | R_bg=94.0mm (nearest_proxy (363km)) | scale=COARSE | gradient: [ZC:27km=0.0mm] [ZC:28km=118.0mm] [ZC:136km=32.0mm] [ZC:167km=85.0mm] [ZC:170km=6.0mm] [ZC:173km=104.0mm] [ZC:208km=0.0mm] [ZC:262km=0.0mm] [ZC:283km=58.0mm] [ZC:314km=73.0mm] [ZC:363km=94.0mm],False,no_iwv_buildup (delta=-4.5mm < 2.0mm threshold),False,offline_verification,WIDESPREAD_HEAVY_RAIN,11
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-04-11,58.0,T2,0.8966,COARSE,CLOUDBURST_CANDIDATE,L=0.897 | R_core=58.0mm | R_bg=6.0mm (nearest_proxy (452km)) | scale=COARSE | gradient: [ZC:30km=0.0mm] [ZC:32km=73.0mm] [ZC:85km=94.0mm] [ZC:167km=32.0mm] [ZC:216km=104.0mm] [ZC:283km=89.0mm] [ZC:285km=0.0mm] [ZC:308km=118.0mm] [ZC:325km=0.0mm] [ZC:441km=85.0mm] [ZC:452km=6.0mm],False,no_iwv_buildup (delta=-4.5mm < 2.0mm threshold),False,offline_verification,CANDIDATE_CLOUDBURST,11
Guwahati,13,ISRO1112_15F458(President. Gharowa. Lumding),25.751112,93.178055,2013-04-11,104.0,T1,0.1827,COARSE,WIDESPREAD_HEAVY_RAIN,L=0.183 | R_core=104.0mm | R_bg=85.0mm (nearest_proxy (331km)) | scale=COARSE | gradient: [ZC:80km=32.0mm] [ZC:109km=0.0mm] [ZC:155km=0.0mm] [ZC:173km=89.0mm] [ZC:186km=0.0mm] [ZC:199km=118.0mm] [ZC:216km=58.0mm] [ZC:235km=73.0mm] [ZC:269km=94.0mm] [ZC:322km=6.0mm] [ZC:331km=85.0mm],False,no_iwv_buildup (delta=-4.5mm < 2.0mm threshold),False,offline_verification,WIDESPREAD_HEAVY_RAIN,11
Guwahati,13,ISRO1069_15F42D(TRA. Dikom),27.466667,95.08889,2013-04-11,94.0,T2,0.9362,COARSE,CLOUDBURST_CANDIDATE,L=0.936 | R_core=94.0mm | R_bg=6.0mm (nearest_proxy (533km)) | scale=COARSE | gradient: [ZC:53km=73.0mm] [ZC:85km=58.0mm] [ZC:101km=0.0mm] [ZC:238km=32.0mm] [ZC:269km=104.0mm] [ZC:363km=0.0mm] [ZC:363km=89.0mm] [ZC:373km=0.0mm] [ZC:389km=118.0mm] [ZC:524km=85.0mm] [ZC:533km=6.0mm],False,no_iwv_buildup (delta=-4.5mm < 2.0mm threshold),False,offline_verification,CANDIDATE_CLOUDBURST,11
Bagdogra,11,ISRO0066_15F042(GOSSAIGAON),26.3908333,89.9405555,2013-04-11,85.0,T2,0.0,COARSE,WIDESPREAD_HEAVY_RAIN,L=0.000 | R_core=85.0mm | R_bg=94.0mm (nearest_proxy (524km)) | scale=COARSE | gradient: [ZC:41km=6.0mm] [ZC:139km=118.0mm] [ZC:167km=89.0mm] [ZC:178km=0.0mm] [ZC:302km=32.0mm] [ZC:328km=0.0mm] [ZC:331km=104.0mm] [ZC:423km=0.0mm] [ZC:441km=58.0mm] [ZC:473km=73.0mm] [ZC:524km=94.0mm],False,no_iwv_buildup (delta=-0.5mm < 2.0mm threshold),False,offline_verification,WIDESPREAD_HEAVY_RAIN,11
Guwahati,13,ISRO0062_15F03E(LAKHIMPUR),27.2041666,94.1069444,2013-04-11,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0076_15F04C(Dhubri),26.023333,89.96917,2013-04-11,6.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1074_15F432(Salonah),26.445833,92.975,2013-04-11,32.0,T2,0.8125,COARSE,CLOUDBURST_CANDIDATE,L=0.812 | R_core=32.0mm | R_bg=6.0mm (nearest_proxy (303km)) | scale=COARSE | gradient: [ZC:80km=104.0mm] [ZC:128km=0.0mm] [ZC:136km=89.0mm] [ZC:140km=0.0mm] [ZC:163km=118.0mm] [ZC:167km=58.0mm] [ZC:179km=0.0mm] [ZC:194km=73.0mm] [ZC:238km=94.0mm] [ZC:302km=85.0mm] [ZC:303km=6.0mm],False,no_iwv_buildup (delta=-4.5mm < 2.0mm threshold),False,offline_verification,CANDIDATE_CLOUDBURST,11
Guwahati,13,ISRO0067_15F043(NALBARI),26.4358333,91.335,2013-04-11,118.0,T1,0.2034,COARSE,WIDESPREAD_HEAVY_RAIN,L=0.203 | R_core=118.0mm | R_bg=94.0mm (nearest_proxy (389km)) | scale=COARSE | gradient: [ZC:28km=89.0mm] [ZC:46km=0.0mm] [ZC:139km=85.0mm] [ZC:144km=6.0mm] [ZC:163km=32.0mm] [ZC:199km=104.0mm] [ZC:225km=0.0mm] [ZC:288km=0.0mm] [ZC:308km=58.0mm] [ZC:339km=73.0mm] [ZC:389km=94.0mm],False,no_iwv_buildup (delta=-4.5mm < 2.0mm threshold),False,offline_verification,WIDESPREAD_HEAVY_RAIN,11
Guwahati,13,ISRO0076_15F04C(Dhubri),26.023333,89.96917,2013-04-12,1.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-04-12,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1068_15F42C(TRA. Jorhat),26.730833,94.22667,2013-04-12,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-04-12,110.0,T1,1.0,COARSE,CLOUDBURST_CANDIDATE,L=1.000 | R_core=110.0mm | R_bg=0.0mm (nearest_proxy (373km)) | scale=COARSE | gradient: [ZC:109km=6.0mm] [ZC:179km=0.0mm] [ZC:182km=0.0mm] [ZC:208km=0.0mm] [ZC:225km=0.0mm] [ZC:256km=0.0mm] [ZC:307km=1.0mm] [ZC:325km=0.0mm] [ZC:328km=0.0mm] [ZC:343km=0.0mm] [ZC:373km=0.0mm],False,no_iwv_buildup (delta=-0.0mm < 2.0mm threshold),False,offline_verification,CANDIDATE_CLOUDBURST,11
Guwahati,13,ISRO1104_15F450(Dhemaji Degree College. Dhemaji),27.475555,94.55167,2013-04-12,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-04-12,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1074_15F432(Salonah),26.445833,92.975,2013-04-12,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1069_15F42D(TRA. Dikom),27.466667,95.08889,2013-04-12,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Bagdogra,11,ISRO0066_15F042(GOSSAIGAON),26.3908333,89.9405555,2013-04-12,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0067_15F043(NALBARI),26.4358333,91.335,2013-04-12,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1102_15F44E(North Guwhathi College. North Guwhathi),26.202223,91.715836,2013-04-12,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1112_15F458(President. Gharowa. Lumding),25.751112,93.178055,2013-04-12,6.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-04-13,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1102_15F44E(North Guwhathi College. North Guwhathi),26.202223,91.715836,2013-04-13,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Bagdogra,11,ISRO0066_15F042(GOSSAIGAON),26.3908333,89.9405555,2013-04-13,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1068_15F42C(TRA. Jorhat),26.730833,94.22667,2013-04-13,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0062_15F03E(LAKHIMPUR),27.2041666,94.1069444,2013-04-13,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0067_15F043(NALBARI),26.4358333,91.335,2013-04-13,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-04-13,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-04-13,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1074_15F432(Salonah),26.445833,92.975,2013-04-13,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1104_15F450(Dhemaji Degree College. Dhemaji),27.475555,94.55167,2013-04-13,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0076_15F04C(Dhubri),26.023333,89.96917,2013-04-13,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1112_15F458(President. Gharowa. Lumding),25.751112,93.178055,2013-04-13,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1104_15F450(Dhemaji Degree College. Dhemaji),27.475555,94.55167,2013-04-14,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0062_15F03E(LAKHIMPUR),27.2041666,94.1069444,2013-04-14,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1112_15F458(President. Gharowa. Lumding),25.751112,93.178055,2013-04-14,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1068_15F42C(TRA. Jorhat),26.730833,94.22667,2013-04-14,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1102_15F44E(North Guwhathi College. North Guwhathi),26.202223,91.715836,2013-04-14,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Bagdogra,11,ISRO0066_15F042(GOSSAIGAON),26.3908333,89.9405555,2013-04-14,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0067_15F043(NALBARI),26.4358333,91.335,2013-04-14,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-04-14,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1074_15F432(Salonah),26.445833,92.975,2013-04-14,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1069_15F42D(TRA. Dikom),27.466667,95.08889,2013-04-14,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-04-14,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-04-14,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0076_15F04C(Dhubri),26.023333,89.96917,2013-04-14,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1102_15F44E(North Guwhathi College. North Guwhathi),26.202223,91.715836,2013-04-15,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-04-15,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-04-15,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1069_15F42D(TRA. Dikom),27.466667,95.08889,2013-04-15,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1112_15F458(President. Gharowa. Lumding),25.751112,93.178055,2013-04-15,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1104_15F450(Dhemaji Degree College. Dhemaji),27.475555,94.55167,2013-04-15,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1074_15F432(Salonah),26.445833,92.975,2013-04-15,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-04-15,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0076_15F04C(Dhubri),26.023333,89.96917,2013-04-15,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Bagdogra,11,ISRO0066_15F042(GOSSAIGAON),26.3908333,89.9405555,2013-04-15,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0067_15F043(NALBARI),26.4358333,91.335,2013-04-15,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0062_15F03E(LAKHIMPUR),27.2041666,94.1069444,2013-04-15,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Bagdogra,11,ISRO0066_15F042(GOSSAIGAON),26.3908333,89.9405555,2013-05-03,16.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1068_15F42C(TRA. Jorhat),26.730833,94.22667,2013-05-03,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1112_15F458(President. Gharowa. Lumding),25.751112,93.178055,2013-05-03,20.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1102_15F44E(North Guwhathi College. North Guwhathi),26.202223,91.715836,2013-05-03,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1069_15F42D(TRA. Dikom),27.466667,95.08889,2013-05-03,5.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0067_15F043(NALBARI),26.4358333,91.335,2013-05-03,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-05-03,16.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-05-03,12.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-05-03,5.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1074_15F432(Salonah),26.445833,92.975,2013-05-03,7.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1104_15F450(Dhemaji Degree College. Dhemaji),27.475555,94.55167,2013-05-03,8.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0062_15F03E(LAKHIMPUR),27.2041666,94.1069444,2013-05-03,4.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
